FUND CASH ACCT SEQ,INVST PLAN ARR SEQ,ACCT CASH FUND,ACCT CASH FUND TYPE CDE,CCY ACCT CASH FUND CDE,LAST INGESTION TIMESTAMP,PRM_LNE_OF_BUS_CDE_FILTER,CTRY_CDE_FILTER,ENTITY_CDE_FILTER
152959,6357303,410000,56700E,9557, Current_timestamp(), 154ud645, SAP11130, 57SAT612
152960,6357304,410000,56700E,9558, Current_timestamp(), 154ud646, SAP11131, 57SAT613
152961,6357305,410000,56700E,9559, Current_timestamp(), 154ud647, SAP11132, 57SAT614
152962,6357306,410000,56700E,9560, Current_timestamp(), 154ud648, SAP11133, 57SAT615
152963,6357307,410000,56700E,9561, Current_timestamp(), 154ud649, SAP11134, 57SAT616
152964,6357308,410000,56700E,9562, Current_timestamp(), 154ud650, SAP11135, 57SAT617
152965,6357309,410000,56700E,9563, Current_timestamp(), 154ud651, SAP11136, 57SAT618
152966,6357310,410000,56700E,9564, Current_timestamp(), 154ud652, SAP11137, 57SAT619
152967,6357311,410000,56700E,9565, Current_timestamp(), 154ud653, SAP11138, 57SAT620
152968,6357312,410000,56700E,9566, Current_timestamp(), 154ud654, SAP11139, 57SAT621
152969,6357313,410000,56700E,9567, Current_timestamp(), 154ud655, SAP11140, 57SAT622
152970,6357314,410000,56700E,9568, Current_timestamp(), 154ud656, SAP11141, 57SAT623
152971,6357315,410000,56700E,9569, Current_timestamp(), 154ud657, SAP11142, 57SAT624
152972,6357316,410000,56700E,9570, Current_timestamp(), 154ud658, SAP11143, 57SAT625
152973,6357317,410000,56700E,9571, Current_timestamp(), 154ud659, SAP11144, 57SAT626
152974,6357318,410000,56700E,9572, Current_timestamp(), 154ud660, SAP11145, 57SAT627
152975,6357319,410000,56700E,9573, Current_timestamp(), 154ud661, SAP11146, 57SAT628
152976,6357320,410000,56700E,9574, Current_timestamp(), 154ud662, SAP11147, 57SAT629
152977,6357321,410000,56700E,9575, Current_timestamp(), 154ud663, SAP11148, 57SAT630
152978,6357322,410000,56700E,9576, Current_timestamp(), 154ud664, SAP11149, 57SAT631
152979,6357323,410000,56700E,9577, Current_timestamp(), 154ud665, SAP11150, 57SAT632
152980,6357324,410000,56700E,9578, Current_timestamp(), 154ud666, SAP11151, 57SAT633
152981,6357325,410000,56700E,9579, Current_timestamp(), 154ud667, SAP11152, 57SAT634
152982,6357326,410000,56700E,9580, Current_timestamp(), 154ud668, SAP11153, 57SAT635
152983,6357327,410000,56700E,9581, Current_timestamp(), 154ud669, SAP11154, 57SAT636
152984,6357328,410000,56700E,9582, Current_timestamp(), 154ud670, SAP11155, 57SAT637
152985,6357329,410000,56700E,9583, Current_timestamp(), 154ud671, SAP11156, 57SAT638
152986,6357330,410000,56700E,9584, Current_timestamp(), 154ud672, SAP11157, 57SAT639
152987,6357331,410000,56700E,9585, Current_timestamp(), 154ud673, SAP11158, 57SAT640
152988,6357332,410000,56700E,9586, Current_timestamp(), 154ud674, SAP11159, 57SAT641
152989,6357333,410000,56700E,9587, Current_timestamp(), 154ud675, SAP11160, 57SAT642
152990,6357334,410000,56700E,9588, Current_timestamp(), 154ud676, SAP11161, 57SAT643
152991,6357335,410000,56700E,9589, Current_timestamp(), 154ud677, SAP11162, 57SAT644
152992,6357336,410000,56700E,9590, Current_timestamp(), 154ud678, SAP11163, 57SAT645
152993,6357337,410000,56700E,9591, Current_timestamp(), 154ud679, SAP11164, 57SAT646
152994,6357338,410000,56700E,9592, Current_timestamp(), 154ud680, SAP11165, 57SAT647
152995,6357339,410000,56700E,9593, Current_timestamp(), 154ud681, SAP11166, 57SAT648
152996,6357340,410000,56700E,9594, Current_timestamp(), 154ud682, SAP11167, 57SAT649
152997,6357341,410000,56700E,9595, Current_timestamp(), 154ud683, SAP11168, 57SAT650
152998,6357342,410000,56700E,9596, Current_timestamp(), 154ud684, SAP11169, 57SAT651
152999,6357343,410000,56700E,9597, Current_timestamp(), 154ud685, SAP11170, 57SAT652
153000,6357344,410000,56700E,9598, Current_timestamp(), 154ud686, SAP11171, 57SAT653
153001,6357345,410000,56700E,9599, Current_timestamp(), 154ud687, SAP11172, 57SAT654
153002,6357346,410000,56700E,9600, Current_timestamp(), 154ud688, SAP11173, 57SAT655
153003,6357347,410000,56700E,9601, Current_timestamp(), 154ud689, SAP11174, 57SAT656
153004,6357348,410000,56700E,9602, Current_timestamp(), 154ud690, SAP11175, 57SAT657
153005,6357349,410000,56700E,9603, Current_timestamp(), 154ud691, SAP11176, 57SAT658
153006,6357350,410000,56700E,9604, Current_timestamp(), 154ud692, SAP11177, 57SAT659
153007,6357351,410000,56700E,9605, Current_timestamp(), 154ud693, SAP11178, 57SAT660
153008,6357352,410000,56700E,9606, Current_timestamp(), 154ud694, SAP11179, 57SAT661
153009,6357353,410000,56700E,9607, Current_timestamp(), 154ud695, SAP11180, 57SAT662
153010,6357354,410000,56700E,9608, Current_timestamp(), 154ud696, SAP11181, 57SAT663
153011,6357355,410000,56700E,9609, Current_timestamp(), 154ud697, SAP11182, 57SAT664
153012,6357356,410000,56700E,9610, Current_timestamp(), 154ud698, SAP11183, 57SAT665
153013,6357357,410000,56700E,9611, Current_timestamp(), 154ud699, SAP11184, 57SAT666
153014,6357358,410000,56700E,9612, Current_timestamp(), 154ud700, SAP11185, 57SAT667
153015,6357359,410000,56700E,9613, Current_timestamp(), 154ud701, SAP11186, 57SAT668
153016,6357360,410000,56700E,9614, Current_timestamp(), 154ud702, SAP11187, 57SAT669
153017,6357361,410000,56700E,9615, Current_timestamp(), 154ud703, SAP11188, 57SAT670
153018,6357362,410000,56700E,9616, Current_timestamp(), 154ud704, SAP11189, 57SAT671
153019,6357363,410000,56700E,9617, Current_timestamp(), 154ud705, SAP11190, 57SAT672
153020,6357364,410000,56700E,9618, Current_timestamp(), 154ud706, SAP11191, 57SAT673
153021,6357365,410000,56700E,9619, Current_timestamp(), 154ud707, SAP11192, 57SAT674
153022,6357366,410000,56700E,9620, Current_timestamp(), 154ud708, SAP11193, 57SAT675
153023,6357367,410000,56700E,9621, Current_timestamp(), 154ud709, SAP11194, 57SAT676
153024,6357368,410000,56700E,9622, Current_timestamp(), 154ud710, SAP11195, 57SAT677
153025,6357369,410000,56700E,9623, Current_timestamp(), 154ud711, SAP11196, 57SAT678
153026,6357370,410000,56700E,9624, Current_timestamp(), 154ud712, SAP11197, 57SAT679
153027,6357371,410000,56700E,9625, Current_timestamp(), 154ud713, SAP11198, 57SAT680
153028,6357372,410000,56700E,9626, Current_timestamp(), 154ud714, SAP11199, 57SAT681
153029,6357373,410000,56700E,9627, Current_timestamp(), 154ud715, SAP11200, 57SAT682
153030,6357374,410000,56700E,9628, Current_timestamp(), 154ud716, SAP11201, 57SAT683
153031,6357375,410000,56700E,9629, Current_timestamp(), 154ud717, SAP11202, 57SAT684
153032,6357376,410000,56700E,9630, Current_timestamp(), 154ud718, SAP11203, 57SAT685
153033,6357377,410000,56700E,9631, Current_timestamp(), 154ud719, SAP11204, 57SAT686
153034,6357378,410000,56700E,9632, Current_timestamp(), 154ud720, SAP11205, 57SAT687
153035,6357379,410000,56700E,9633, Current_timestamp(), 154ud721, SAP11206, 57SAT688
153036,6357380,410000,56700E,9634, Current_timestamp(), 154ud722, SAP11207, 57SAT689
153037,6357381,410000,56700E,9635, Current_timestamp(), 154ud723, SAP11208, 57SAT690
153038,6357382,410000,56700E,9636, Current_timestamp(), 154ud724, SAP11209, 57SAT691
153039,6357383,410000,56700E,9637, Current_timestamp(), 154ud725, SAP11210, 57SAT692
153040,6357384,410000,56700E,9638, Current_timestamp(), 154ud726, SAP11211, 57SAT693
153041,6357385,410000,56700E,9639, Current_timestamp(), 154ud727, SAP11212, 57SAT694
153042,6357386,410000,56700E,9640, Current_timestamp(), 154ud728, SAP11213, 57SAT695
153043,6357387,410000,56700E,9641, Current_timestamp(), 154ud729, SAP11214, 57SAT696
153044,6357388,410000,56700E,9642, Current_timestamp(), 154ud730, SAP11215, 57SAT697
153045,6357389,410000,56700E,9643, Current_timestamp(), 154ud731, SAP11216, 57SAT698
153046,6357390,410000,56700E,9644, Current_timestamp(), 154ud732, SAP11217, 57SAT699
153047,6357391,410000,56700E,9645, Current_timestamp(), 154ud733, SAP11218, 57SAT700
153048,6357392,410000,56700E,9646, Current_timestamp(), 154ud734, SAP11219, 57SAT701
153049,6357393,410000,56700E,9647, Current_timestamp(), 154ud735, SAP11220, 57SAT702
153050,6357394,410000,56700E,9648, Current_timestamp(), 154ud736, SAP11221, 57SAT703
153051,6357395,410000,56700E,9649, Current_timestamp(), 154ud737, SAP11222, 57SAT704
153052,6357396,410000,56700E,9650, Current_timestamp(), 154ud738, SAP11223, 57SAT705
153053,6357397,410000,56700E,9651, Current_timestamp(), 154ud739, SAP11224, 57SAT706
153054,6357398,410000,56700E,9652, Current_timestamp(), 154ud740, SAP11225, 57SAT707
153055,6357399,410000,56700E,9653, Current_timestamp(), 154ud741, SAP11226, 57SAT708
153056,6357400,410000,56700E,9654, Current_timestamp(), 154ud742, SAP11227, 57SAT709
153057,6357401,410000,56700E,9655, Current_timestamp(), 154ud743, SAP11228, 57SAT710
153058,6357402,410000,56700E,9656, Current_timestamp(), 154ud744, SAP11229, 57SAT711
153059,6357403,410000,56700E,9657, Current_timestamp(), 154ud745, SAP11230, 57SAT712
153060,6357404,410000,56700E,9658, Current_timestamp(), 154ud746, SAP11231, 57SAT713
153061,6357405,410000,56700E,9659, Current_timestamp(), 154ud747, SAP11232, 57SAT714
153062,6357406,410000,56700E,9660, Current_timestamp(), 154ud748, SAP11233, 57SAT715
153063,6357407,410000,56700E,9661, Current_timestamp(), 154ud749, SAP11234, 57SAT716
153064,6357408,410000,56700E,9662, Current_timestamp(), 154ud750, SAP11235, 57SAT717
153065,6357409,410000,56700E,9663, Current_timestamp(), 154ud751, SAP11236, 57SAT718
153066,6357410,410000,56700E,9664, Current_timestamp(), 154ud752, SAP11237, 57SAT719
153067,6357411,410000,56700E,9665, Current_timestamp(), 154ud753, SAP11238, 57SAT720
153068,6357412,410000,56700E,9666, Current_timestamp(), 154ud754, SAP11239, 57SAT721
153069,6357413,410000,56700E,9667, Current_timestamp(), 154ud755, SAP11240, 57SAT722
153070,6357414,410000,56700E,9668, Current_timestamp(), 154ud756, SAP11241, 57SAT723
153071,6357415,410000,56700E,9669, Current_timestamp(), 154ud757, SAP11242, 57SAT724
153072,6357416,410000,56700E,9670, Current_timestamp(), 154ud758, SAP11243, 57SAT725
153073,6357417,410000,56700E,9671, Current_timestamp(), 154ud759, SAP11244, 57SAT726
153074,6357418,410000,56700E,9672, Current_timestamp(), 154ud760, SAP11245, 57SAT727
153075,6357419,410000,56700E,9673, Current_timestamp(), 154ud761, SAP11246, 57SAT728
153076,6357420,410000,56700E,9674, Current_timestamp(), 154ud762, SAP11247, 57SAT729
153077,6357421,410000,56700E,9675, Current_timestamp(), 154ud763, SAP11248, 57SAT730
153078,6357422,410000,56700E,9676, Current_timestamp(), 154ud764, SAP11249, 57SAT731
153079,6357423,410000,56700E,9677, Current_timestamp(), 154ud765, SAP11250, 57SAT732
153080,6357424,410000,56700E,9678, Current_timestamp(), 154ud766, SAP11251, 57SAT733
153081,6357425,410000,56700E,9679, Current_timestamp(), 154ud767, SAP11252, 57SAT734
153082,6357426,410000,56700E,9680, Current_timestamp(), 154ud768, SAP11253, 57SAT735
153083,6357427,410000,56700E,9681, Current_timestamp(), 154ud769, SAP11254, 57SAT736
153084,6357428,410000,56700E,9682, Current_timestamp(), 154ud770, SAP11255, 57SAT737
153085,6357429,410000,56700E,9683, Current_timestamp(), 154ud771, SAP11256, 57SAT738
153086,6357430,410000,56700E,9684, Current_timestamp(), 154ud772, SAP11257, 57SAT739
153087,6357431,410000,56700E,9685, Current_timestamp(), 154ud773, SAP11258, 57SAT740
153088,6357432,410000,56700E,9686, Current_timestamp(), 154ud774, SAP11259, 57SAT741
153089,6357433,410000,56700E,9687, Current_timestamp(), 154ud775, SAP11260, 57SAT742
153090,6357434,410000,56700E,9688, Current_timestamp(), 154ud776, SAP11261, 57SAT743
153091,6357435,410000,56700E,9689, Current_timestamp(), 154ud777, SAP11262, 57SAT744
153092,6357436,410000,56700E,9690, Current_timestamp(), 154ud778, SAP11263, 57SAT745
153093,6357437,410000,56700E,9691, Current_timestamp(), 154ud779, SAP11264, 57SAT746
153094,6357438,410000,56700E,9692, Current_timestamp(), 154ud780, SAP11265, 57SAT747
153095,6357439,410000,56700E,9693, Current_timestamp(), 154ud781, SAP11266, 57SAT748
153096,6357440,410000,56700E,9694, Current_timestamp(), 154ud782, SAP11267, 57SAT749
153097,6357441,410000,56700E,9695, Current_timestamp(), 154ud783, SAP11268, 57SAT750
153098,6357442,410000,56700E,9696, Current_timestamp(), 154ud784, SAP11269, 57SAT751
153099,6357443,410000,56700E,9697, Current_timestamp(), 154ud785, SAP11270, 57SAT752
153100,6357444,410000,56700E,9698, Current_timestamp(), 154ud786, SAP11271, 57SAT753
153101,6357445,410000,56700E,9699, Current_timestamp(), 154ud787, SAP11272, 57SAT754
153102,6357446,410000,56700E,9700, Current_timestamp(), 154ud788, SAP11273, 57SAT755
153103,6357447,410000,56700E,9701, Current_timestamp(), 154ud789, SAP11274, 57SAT756
153104,6357448,410000,56700E,9702, Current_timestamp(), 154ud790, SAP11275, 57SAT757
153105,6357449,410000,56700E,9703, Current_timestamp(), 154ud791, SAP11276, 57SAT758
153106,6357450,410000,56700E,9704, Current_timestamp(), 154ud792, SAP11277, 57SAT759
153107,6357451,410000,56700E,9705, Current_timestamp(), 154ud793, SAP11278, 57SAT760
153108,6357452,410000,56700E,9706, Current_timestamp(), 154ud794, SAP11279, 57SAT761
153109,6357453,410000,56700E,9707, Current_timestamp(), 154ud795, SAP11280, 57SAT762
153110,6357454,410000,56700E,9708, Current_timestamp(), 154ud796, SAP11281, 57SAT763
153111,6357455,410000,56700E,9709, Current_timestamp(), 154ud797, SAP11282, 57SAT764
153112,6357456,410000,56700E,9710, Current_timestamp(), 154ud798, SAP11283, 57SAT765
153113,6357457,410000,56700E,9711, Current_timestamp(), 154ud799, SAP11284, 57SAT766
153114,6357458,410000,56700E,9712, Current_timestamp(), 154ud800, SAP11285, 57SAT767
153115,6357459,410000,56700E,9713, Current_timestamp(), 154ud801, SAP11286, 57SAT768
153116,6357460,410000,56700E,9714, Current_timestamp(), 154ud802, SAP11287, 57SAT769
153117,6357461,410000,56700E,9715, Current_timestamp(), 154ud803, SAP11288, 57SAT770
153118,6357462,410000,56700E,9716, Current_timestamp(), 154ud804, SAP11289, 57SAT771
153119,6357463,410000,56700E,9717, Current_timestamp(), 154ud805, SAP11290, 57SAT772
153120,6357464,410000,56700E,9718, Current_timestamp(), 154ud806, SAP11291, 57SAT773
153121,6357465,410000,56700E,9719, Current_timestamp(), 154ud807, SAP11292, 57SAT774
153122,6357466,410000,56700E,9720, Current_timestamp(), 154ud808, SAP11293, 57SAT775
153123,6357467,410000,56700E,9721, Current_timestamp(), 154ud809, SAP11294, 57SAT776
153124,6357468,410000,56700E,9722, Current_timestamp(), 154ud810, SAP11295, 57SAT777
153125,6357469,410000,56700E,9723, Current_timestamp(), 154ud811, SAP11296, 57SAT778
153126,6357470,410000,56700E,9724, Current_timestamp(), 154ud812, SAP11297, 57SAT779
153127,6357471,410000,56700E,9725, Current_timestamp(), 154ud813, SAP11298, 57SAT780
153128,6357472,410000,56700E,9726, Current_timestamp(), 154ud814, SAP11299, 57SAT781
153129,6357473,410000,56700E,9727, Current_timestamp(), 154ud815, SAP11300, 57SAT782
153130,6357474,410000,56700E,9728, Current_timestamp(), 154ud816, SAP11301, 57SAT783
153131,6357475,410000,56700E,9729, Current_timestamp(), 154ud817, SAP11302, 57SAT784
153132,6357476,410000,56700E,9730, Current_timestamp(), 154ud818, SAP11303, 57SAT785
153133,6357477,410000,56700E,9731, Current_timestamp(), 154ud819, SAP11304, 57SAT786
153134,6357478,410000,56700E,9732, Current_timestamp(), 154ud820, SAP11305, 57SAT787
153135,6357479,410000,56700E,9733, Current_timestamp(), 154ud821, SAP11306, 57SAT788
153136,6357480,410000,56700E,9734, Current_timestamp(), 154ud822, SAP11307, 57SAT789
153137,6357481,410000,56700E,9735, Current_timestamp(), 154ud823, SAP11308, 57SAT790
153138,6357482,410000,56700E,9736, Current_timestamp(), 154ud824, SAP11309, 57SAT791
153139,6357483,410000,56700E,9737, Current_timestamp(), 154ud825, SAP11310, 57SAT792
153140,6357484,410000,56700E,9738, Current_timestamp(), 154ud826, SAP11311, 57SAT793
153141,6357485,410000,56700E,9739, Current_timestamp(), 154ud827, SAP11312, 57SAT794
153142,6357486,410000,56700E,9740, Current_timestamp(), 154ud828, SAP11313, 57SAT795
153143,6357487,410000,56700E,9741, Current_timestamp(), 154ud829, SAP11314, 57SAT796
153144,6357488,410000,56700E,9742, Current_timestamp(), 154ud830, SAP11315, 57SAT797
153145,6357489,410000,56700E,9743, Current_timestamp(), 154ud831, SAP11316, 57SAT798
153146,6357490,410000,56700E,9744, Current_timestamp(), 154ud832, SAP11317, 57SAT799
153147,6357491,410000,56700E,9745, Current_timestamp(), 154ud833, SAP11318, 57SAT800
153148,6357492,410000,56700E,9746, Current_timestamp(), 154ud834, SAP11319, 57SAT801
153149,6357493,410000,56700E,9747, Current_timestamp(), 154ud835, SAP11320, 57SAT802
153150,6357494,410000,56700E,9748, Current_timestamp(), 154ud836, SAP11321, 57SAT803
153151,6357495,410000,56700E,9749, Current_timestamp(), 154ud837, SAP11322, 57SAT804
153152,6357496,410000,56700E,9750, Current_timestamp(), 154ud838, SAP11323, 57SAT805
153153,6357497,410000,56700E,9751, Current_timestamp(), 154ud839, SAP11324, 57SAT806
153154,6357498,410000,56700E,9752, Current_timestamp(), 154ud840, SAP11325, 57SAT807
153155,6357499,410000,56700E,9753, Current_timestamp(), 154ud841, SAP11326, 57SAT808
153156,6357500,410000,56700E,9754, Current_timestamp(), 154ud842, SAP11327, 57SAT809
153157,6357501,410000,56700E,9755, Current_timestamp(), 154ud843, SAP11328, 57SAT810
153158,6357502,410000,56700E,9756, Current_timestamp(), 154ud844, SAP11329, 57SAT811
153159,6357503,410000,56700E,9757, Current_timestamp(), 154ud845, SAP11330, 57SAT812
153160,6357504,410000,56700E,9758, Current_timestamp(), 154ud846, SAP11331, 57SAT813
153161,6357505,410000,56700E,9759, Current_timestamp(), 154ud847, SAP11332, 57SAT814
153162,6357506,410000,56700E,9760, Current_timestamp(), 154ud848, SAP11333, 57SAT815
153163,6357507,410000,56700E,9761, Current_timestamp(), 154ud849, SAP11334, 57SAT816
153164,6357508,410000,56700E,9762, Current_timestamp(), 154ud850, SAP11335, 57SAT817
153165,6357509,410000,56700E,9763, Current_timestamp(), 154ud851, SAP11336, 57SAT818
153166,6357510,410000,56700E,9764, Current_timestamp(), 154ud852, SAP11337, 57SAT819
153167,6357511,410000,56700E,9765, Current_timestamp(), 154ud853, SAP11338, 57SAT820
153168,6357512,410000,56700E,9766, Current_timestamp(), 154ud854, SAP11339, 57SAT821
153169,6357513,410000,56700E,9767, Current_timestamp(), 154ud855, SAP11340, 57SAT822
153170,6357514,410000,56700E,9768, Current_timestamp(), 154ud856, SAP11341, 57SAT823
153171,6357515,410000,56700E,9769, Current_timestamp(), 154ud857, SAP11342, 57SAT824
153172,6357516,410000,56700E,9770, Current_timestamp(), 154ud858, SAP11343, 57SAT825
153173,6357517,410000,56700E,9771, Current_timestamp(), 154ud859, SAP11344, 57SAT826
153174,6357518,410000,56700E,9772, Current_timestamp(), 154ud860, SAP11345, 57SAT827
153175,6357519,410000,56700E,9773, Current_timestamp(), 154ud861, SAP11346, 57SAT828
153176,6357520,410000,56700E,9774, Current_timestamp(), 154ud862, SAP11347, 57SAT829
153177,6357521,410000,56700E,9775, Current_timestamp(), 154ud863, SAP11348, 57SAT830
153178,6357522,410000,56700E,9776, Current_timestamp(), 154ud864, SAP11349, 57SAT831
153179,6357523,410000,56700E,9777, Current_timestamp(), 154ud865, SAP11350, 57SAT832
153180,6357524,410000,56700E,9778, Current_timestamp(), 154ud866, SAP11351, 57SAT833
153181,6357525,410000,56700E,9779, Current_timestamp(), 154ud867, SAP11352, 57SAT834
153182,6357526,410000,56700E,9780, Current_timestamp(), 154ud868, SAP11353, 57SAT835
153183,6357527,410000,56700E,9781, Current_timestamp(), 154ud869, SAP11354, 57SAT836
153184,6357528,410000,56700E,9782, Current_timestamp(), 154ud870, SAP11355, 57SAT837
153185,6357529,410000,56700E,9783, Current_timestamp(), 154ud871, SAP11356, 57SAT838
153186,6357530,410000,56700E,9784, Current_timestamp(), 154ud872, SAP11357, 57SAT839
153187,6357531,410000,56700E,9785, Current_timestamp(), 154ud873, SAP11358, 57SAT840
153188,6357532,410000,56700E,9786, Current_timestamp(), 154ud874, SAP11359, 57SAT841
153189,6357533,410000,56700E,9787, Current_timestamp(), 154ud875, SAP11360, 57SAT842
153190,6357534,410000,56700E,9788, Current_timestamp(), 154ud876, SAP11361, 57SAT843
153191,6357535,410000,56700E,9789, Current_timestamp(), 154ud877, SAP11362, 57SAT844
153192,6357536,410000,56700E,9790, Current_timestamp(), 154ud878, SAP11363, 57SAT845
153193,6357537,410000,56700E,9791, Current_timestamp(), 154ud879, SAP11364, 57SAT846
153194,6357538,410000,56700E,9792, Current_timestamp(), 154ud880, SAP11365, 57SAT847
153195,6357539,410000,56700E,9793, Current_timestamp(), 154ud881, SAP11366, 57SAT848
153196,6357540,410000,56700E,9794, Current_timestamp(), 154ud882, SAP11367, 57SAT849
153197,6357541,410000,56700E,9795, Current_timestamp(), 154ud883, SAP11368, 57SAT850
153198,6357542,410000,56700E,9796, Current_timestamp(), 154ud884, SAP11369, 57SAT851
153199,6357543,410000,56700E,9797, Current_timestamp(), 154ud885, SAP11370, 57SAT852
153200,6357544,410000,56700E,9798, Current_timestamp(), 154ud886, SAP11371, 57SAT853
153201,6357545,410000,56700E,9799, Current_timestamp(), 154ud887, SAP11372, 57SAT854
153202,6357546,410000,56700E,9800, Current_timestamp(), 154ud888, SAP11373, 57SAT855
153203,6357547,410000,56700E,9801, Current_timestamp(), 154ud889, SAP11374, 57SAT856
153204,6357548,410000,56700E,9802, Current_timestamp(), 154ud890, SAP11375, 57SAT857
153205,6357549,410000,56700E,9803, Current_timestamp(), 154ud891, SAP11376, 57SAT858
153206,6357550,410000,56700E,9804, Current_timestamp(), 154ud892, SAP11377, 57SAT859
153207,6357551,410000,56700E,9805, Current_timestamp(), 154ud893, SAP11378, 57SAT860
153208,6357552,410000,56700E,9806, Current_timestamp(), 154ud894, SAP11379, 57SAT861
153209,6357553,410000,56700E,9807, Current_timestamp(), 154ud895, SAP11380, 57SAT862
153210,6357554,410000,56700E,9808, Current_timestamp(), 154ud896, SAP11381, 57SAT863
153211,6357555,410000,56700E,9809, Current_timestamp(), 154ud897, SAP11382, 57SAT864
153212,6357556,410000,56700E,9810, Current_timestamp(), 154ud898, SAP11383, 57SAT865
153213,6357557,410000,56700E,9811, Current_timestamp(), 154ud899, SAP11384, 57SAT866
153214,6357558,410000,56700E,9812, Current_timestamp(), 154ud900, SAP11385, 57SAT867
153215,6357559,410000,56700E,9813, Current_timestamp(), 154ud901, SAP11386, 57SAT868
153216,6357560,410000,56700E,9814, Current_timestamp(), 154ud902, SAP11387, 57SAT869
153217,6357561,410000,56700E,9815, Current_timestamp(), 154ud903, SAP11388, 57SAT870
153218,6357562,410000,56700E,9816, Current_timestamp(), 154ud904, SAP11389, 57SAT871
153219,6357563,410000,56700E,9817, Current_timestamp(), 154ud905, SAP11390, 57SAT872
153220,6357564,410000,56700E,9818, Current_timestamp(), 154ud906, SAP11391, 57SAT873
153221,6357565,410000,56700E,9819, Current_timestamp(), 154ud907, SAP11392, 57SAT874
153222,6357566,410000,56700E,9820, Current_timestamp(), 154ud908, SAP11393, 57SAT875
153223,6357567,410000,56700E,9821, Current_timestamp(), 154ud909, SAP11394, 57SAT876
153224,6357568,410000,56700E,9822, Current_timestamp(), 154ud910, SAP11395, 57SAT877
153225,6357569,410000,56700E,9823, Current_timestamp(), 154ud911, SAP11396, 57SAT878
153226,6357570,410000,56700E,9824, Current_timestamp(), 154ud912, SAP11397, 57SAT879
153227,6357571,410000,56700E,9825, Current_timestamp(), 154ud913, SAP11398, 57SAT880
153228,6357572,410000,56700E,9826, Current_timestamp(), 154ud914, SAP11399, 57SAT881
153229,6357573,410000,56700E,9827, Current_timestamp(), 154ud915, SAP11400, 57SAT882
153230,6357574,410000,56700E,9828, Current_timestamp(), 154ud916, SAP11401, 57SAT883
153231,6357575,410000,56700E,9829, Current_timestamp(), 154ud917, SAP11402, 57SAT884
153232,6357576,410000,56700E,9830, Current_timestamp(), 154ud918, SAP11403, 57SAT885
153233,6357577,410000,56700E,9831, Current_timestamp(), 154ud919, SAP11404, 57SAT886
153234,6357578,410000,56700E,9832, Current_timestamp(), 154ud920, SAP11405, 57SAT887
153235,6357579,410000,56700E,9833, Current_timestamp(), 154ud921, SAP11406, 57SAT888
153236,6357580,410000,56700E,9834, Current_timestamp(), 154ud922, SAP11407, 57SAT889
153237,6357581,410000,56700E,9835, Current_timestamp(), 154ud923, SAP11408, 57SAT890
153238,6357582,410000,56700E,9836, Current_timestamp(), 154ud924, SAP11409, 57SAT891
153239,6357583,410000,56700E,9837, Current_timestamp(), 154ud925, SAP11410, 57SAT892
153240,6357584,410000,56700E,9838, Current_timestamp(), 154ud926, SAP11411, 57SAT893
153241,6357585,410000,56700E,9839, Current_timestamp(), 154ud927, SAP11412, 57SAT894
153242,6357586,410000,56700E,9840, Current_timestamp(), 154ud928, SAP11413, 57SAT895
153243,6357587,410000,56700E,9841, Current_timestamp(), 154ud929, SAP11414, 57SAT896
153244,6357588,410000,56700E,9842, Current_timestamp(), 154ud930, SAP11415, 57SAT897
153245,6357589,410000,56700E,9843, Current_timestamp(), 154ud931, SAP11416, 57SAT898
153246,6357590,410000,56700E,9844, Current_timestamp(), 154ud932, SAP11417, 57SAT899
153247,6357591,410000,56700E,9845, Current_timestamp(), 154ud933, SAP11418, 57SAT900
153248,6357592,410000,56700E,9846, Current_timestamp(), 154ud934, SAP11419, 57SAT901
153249,6357593,410000,56700E,9847, Current_timestamp(), 154ud935, SAP11420, 57SAT902
153250,6357594,410000,56700E,9848, Current_timestamp(), 154ud936, SAP11421, 57SAT903
153251,6357595,410000,56700E,9849, Current_timestamp(), 154ud937, SAP11422, 57SAT904
153252,6357596,410000,56700E,9850, Current_timestamp(), 154ud938, SAP11423, 57SAT905
153253,6357597,410000,56700E,9851, Current_timestamp(), 154ud939, SAP11424, 57SAT906
153254,6357598,410000,56700E,9852, Current_timestamp(), 154ud940, SAP11425, 57SAT907
153255,6357599,410000,56700E,9853, Current_timestamp(), 154ud941, SAP11426, 57SAT908
153256,6357600,410000,56700E,9854, Current_timestamp(), 154ud942, SAP11427, 57SAT909
153257,6357601,410000,56700E,9855, Current_timestamp(), 154ud943, SAP11428, 57SAT910
153258,6357602,410000,56700E,9856, Current_timestamp(), 154ud944, SAP11429, 57SAT911
153259,6357603,410000,56700E,9857, Current_timestamp(), 154ud945, SAP11430, 57SAT912
153260,6357604,410000,56700E,9858, Current_timestamp(), 154ud946, SAP11431, 57SAT913
153261,6357605,410000,56700E,9859, Current_timestamp(), 154ud947, SAP11432, 57SAT914
153262,6357606,410000,56700E,9860, Current_timestamp(), 154ud948, SAP11433, 57SAT915
153263,6357607,410000,56700E,9861, Current_timestamp(), 154ud949, SAP11434, 57SAT916
153264,6357608,410000,56700E,9862, Current_timestamp(), 154ud950, SAP11435, 57SAT917
153265,6357609,410000,56700E,9863, Current_timestamp(), 154ud951, SAP11436, 57SAT918
